,date,Error
114,10793520,10793521
115,10793556,10793550
116,10793592,10793592
117,10793628,10793620
118,10793664,10793669
119,10793700,10793702
120,10793736,10793736
121,10793772,10793769
122,10793808,10793814
123,10793844,10793853
124,10793880,10793871
125,10793916,10793922
126,10793952,10793960
127,10793988,10793989
128,10794024,10794019
129,10794060,10794064
130,10794096,10794096
131,10794132,10794129
132,10794168,10794162
133,10794204,10794206
134,10794240,10794243
135,10794276,10794273
136,10794312,10794314
137,10794348,10794343
138,10794384,10794388
139,10794420,10794420
140,10794456,10794456
141,10794492,10794492
142,10794528,10794532
143,10794564,10794567
144,10794600,10794602
145,10794636,10794636
146,10794672,10794672
147,10794708,10794711
148,10794744,10794745
149,10794780,10794783
150,10794816,10794815
151,10794852,10794840
152,10794888,10794893
153,10794924,10794934
154,10794960,10794962
155,10794996,10794996
156,10795032,10795032
157,10795068,10795068
158,10795104,10795104
159,10795140,10795135
160,10795176,10795174
161,10795212,10795208
162,10795248,10795249
163,10795284,10795283
164,10795320,10795322
165,10795356,10795356
166,10795392,10795396
167,10795428,10795429
168,10795464,10795474
169,10795500,10795491
170,10795536,10795533
171,10795572,10795576
172,10795608,10795620
173,10795644,10795643
174,10795680,10795680
175,10795716,10795715
176,10795752,10795758
177,10795788,10795787
178,10795824,10795827
179,10795860,10795859
180,10795896,10795890
181,10795932,10795933
182,10795968,10795970
183,10796004,10796010
184,10796040,10796040
185,10796076,10796073
186,10796112,10796114
187,10796148,10796149
188,10796184,10796185
189,10796220,10796220
190,10796256,10796261
191,10796292,10796293
192,10796328,10796337
193,10796364,10796369
194,10796400,10796403
195,10796436,10796428
196,10796472,10796475
197,10796508,10796510
198,10796544,10796548
199,10796580,10796585
200,10796616,10796614
201,10796652,10796656
202,10796688,10796686
203,10796724,10796733
204,10796760,10796754
205,10796796,10796788
206,10796832,10796824
207,10796868,10796864
208,10796904,10796899
209,10796940,10796949
210,10796976,10796975
211,10797012,10797006
212,10797048,10797053
213,10797084,10797082
214,10797120,10797114
215,10797156,10797160
216,10797192,10797195
217,10797228,10797226
218,10797264,10797271
219,10797300,10797300
220,10797336,10797344
221,10797372,10797374
222,10797408,10797415
223,10797444,10797444
224,10797480,10797474
225,10797516,10797528
226,10797552,10797550
227,10797588,10797588
228,10797624,10797621
229,10797660,10797659
230,10797696,10797697
231,10797732,10797733
232,10797768,10797771
233,10797804,10797812
234,10797840,10797840
235,10797876,10797870
236,10797912,10797907
237,10797948,10797945
238,10797984,10797976
239,10798020,10798024
240,10798056,10798054
241,10798092,10798091
242,10798128,10798128
243,10798164,10798158
244,10798200,10798196
245,10798236,10798239
246,10798272,10798275
247,10798308,10798306
248,10798344,10798353
249,10798380,10798374
250,10798416,10798415
251,10798452,10798451
252,10798488,10798475
253,10798524,10798533
254,10798560,10798561
255,10798596,10798591
256,10798632,10798642
257,10798668,10798670
258,10798704,10798706
259,10798740,10798737
260,10798776,10798776
261,10798812,10798805
262,10798848,10798851
263,10798884,10798883
264,10798920,10798920
265,10798956,10798962
266,10798992,10798993
267,10799028,10799029
268,10799064,10799065
269,10799100,10799097
270,10799136,10799140
271,10799172,10799179
272,10799208,10799211
273,10799244,10799248
274,10799280,10799276
275,10799316,10799312
276,10799352,10799345
277,10799388,10799394
278,10799424,10799423
279,10799460,10799466
280,10799496,10799493
281,10799532,10799530
282,10799568,10799568
283,10799604,10799608
284,10799640,10799640
285,10799676,10799677
286,10799712,10799712
287,10799748,10799748
288,10799784,10799779
289,10799820,10799820
290,10799856,10799856
291,10799892,10799892
292,10799928,10799930
293,10799964,10799961
294,10800000,10800000
295,10800036,10800035
296,10800072,10800074
297,10800108,10800111
298,10800144,10800140
299,10800180,10800182
300,10800216,10800226
301,10800252,10800245
302,10800288,10800284
303,10800324,10800320
304,10800360,10800359
305,10800396,10800404
306,10800432,10800432
307,10800468,10800465
308,10800504,10800507
309,10800540,10800538
310,10800576,10800581
311,10800612,10800613
312,10800648,10800654
313,10800684,10800681
314,10800720,10800735
315,10800756,10800760
316,10800792,10800795
317,10800828,10800828
318,10800864,10800861
319,10800900,10800896
320,10800936,10800936
321,10800972,10800969
322,10801008,10801009
323,10801044,10801040
324,10801080,10801083
325,10801116,10801120
326,10801152,10801149
327,10801188,10801193
328,10801224,10801223
329,10801260,10801265
330,10801296,10801298
331,10801332,10801337
332,10801368,10801364
333,10801404,10801404
334,10801440,10801447
335,10801476,10801473
336,10801512,10801502
337,10801548,10801539
338,10801584,10801572
339,10801620,10801610
340,10801656,10801654
341,10801692,10801698
342,10801728,10801726
343,10801764,10801765
344,10801800,10801800
345,10801836,10801836
346,10801872,10801872
347,10801908,10801908
348,10801944,10801946
349,10801980,10801975
350,10802016,10802021
351,10802052,10802056
352,10802088,10802088
353,10802124,10802128
354,10802160,10802157
355,10802196,10802194
356,10802232,10802232
357,10802268,10802268
358,10802304,10802302
359,10802340,10802337
360,10802376,10802374
361,10802412,10802416
362,10802448,10802439
363,10802484,10802485
364,10802520,10802519
365,10802556,10802559
366,10802592,10802594
367,10802628,10802615
368,10802664,10802666
369,10802700,10802701
370,10802736,10802736
371,10802772,10802770
372,10802808,10802812
373,10802844,10802842
374,10802880,10802889
375,10802916,10802918
376,10802952,10802962
377,10802988,10802985
378,10803024,10803016
379,10803060,10803063
380,10803096,10803100
381,10803132,10803132
382,10803168,10803161
383,10803204,10803202
384,10803240,10803243
385,10803276,10803276
386,10803312,10803312
387,10803348,10803348
388,10803384,10803380
389,10803420,10803418
390,10803456,10803449
391,10803492,10803500
392,10803528,10803526
393,10803564,10803566
394,10803600,10803595
395,10803636,10803639
396,10803672,10803663
397,10803708,10803712
398,10803744,10803744
399,10803780,10803790
400,10803816,10803810
401,10803852,10803852
402,10803888,10803889
403,10803924,10803930
404,10803960,10803958
405,10803996,10803996
406,10804032,10804022
407,10804068,10804064
408,10804104,10804106
409,10804140,10804145
410,10804176,10804175
411,10804212,10804222
412,10804248,10804256
413,10804284,10804284
414,10804320,10804308
415,10804356,10804348
416,10804392,10804389
417,10804428,10804433
418,10804464,10804465
419,10804500,10804490
420,10804536,10804535
421,10804572,10804580
422,10804608,10804607
423,10804644,10804641
424,10804680,10804690
425,10804716,10804716
426,10804752,10804750
427,10804788,10804789
428,10804824,10804824
429,10804860,10804858
430,10804896,10804902
431,10804932,10804937
432,10804968,10804972
433,10805004,10805004
434,10805040,10805045
435,10805076,10805076
436,10805112,10805114
437,10805148,10805153
438,10805184,10805188
439,10805220,10805228
440,10805256,10805258
441,10805292,10805284
442,10805328,10805323
443,10805364,10805370
444,10805400,10805399
445,10805436,10805437
446,10805472,10805468
447,10805508,10805513
448,10805544,10805543
449,10805580,10805587
450,10805616,10805614
451,10805652,10805657
452,10805688,10805691
453,10805724,10805721
454,10805760,10805765
455,10805796,10805792
456,10805832,10805828
457,10805868,10805871
458,10805904,10805901
459,10805940,10805938
460,10805976,10805975
461,10806012,10806007
462,10806048,10806053
463,10806084,10806087
464,10806120,10806120
465,10806156,10806156
466,10806192,10806194
467,10806228,10806236
468,10806264,10806268
469,10806300,10806298
470,10806336,10806339
471,10806372,10806372
472,10806408,10806408
473,10806444,10806453
474,10806480,10806478
475,10806516,10806514
476,10806552,10806543
477,10806588,10806581
478,10806624,10806626
479,10806660,10806657
480,10806696,10806698
481,10806732,10806727
482,10806768,10806765
483,10806804,10806807
484,10806840,10806847
485,10806876,10806878
486,10806912,10806917
487,10806948,10806956
488,10806984,10806989
489,10807020,10807016
490,10807056,10807056
491,10807092,10807095
492,10807128,10807126
493,10807164,10807166
494,10807200,10807193
495,10807236,10807232
496,10807272,10807274
497,10807308,10807297
498,10807344,10807339
499,10807380,10807380
500,10807416,10807408
501,10807452,10807452
502,10807488,10807485
503,10807524,10807523
504,10807560,10807559
505,10807596,10807596
506,10807632,10807630
507,10807668,10807668
508,10807704,10807701
509,10807740,10807742
510,10807776,10807784
511,10807812,10807812
512,10807848,10807848
513,10807884,10807879
514,10807920,10807923
515,10807956,10807953
516,10807992,10807988
517,10808028,10808030
518,10808064,10808064
519,10808100,10808105
520,10808136,10808143
521,10808172,10808170
522,10808208,10808208
523,10808244,10808252
524,10808280,10808284
525,10808316,10808319
526,10808352,10808358
527,10808388,10808385
528,10808424,10808427
529,10808460,10808467
530,10808496,10808504
531,10808532,10808528
532,10808568,10808567
533,10808604,10808605
534,10808640,10808639
535,10808676,10808675
536,10808712,10808715
537,10808748,10808747
538,10808784,10808776
539,10808820,10808821
540,10808856,10808854
541,10808892,10808889
542,10808928,10808921
543,10808964,10808969
544,10809000,10808989
545,10809036,10809028
546,10809072,10809071
547,10809108,10809114
548,10809144,10809150
549,10809180,10809175
550,10809216,10809216
551,10809252,10809245
552,10809288,10809293
553,10809324,10809317
554,10809360,10809360
555,10809396,10809401
556,10809432,10809431
557,10809468,10809475
558,10809504,10809500
559,10809540,10809541
560,10809576,10809580
561,10809612,10809612
562,10809648,10809654
563,10809684,10809686
564,10809720,10809712
565,10809756,10809775
566,10809792,10809795
567,10809828,10809828
568,10809864,10809858
569,10809900,10809900
570,10809936,10809934
571,10809972,10809975
572,10810008,10810009
573,10810044,10810053
574,10810080,10810080
575,10810116,10810118
576,10810152,10810153
577,10810188,10810188
578,10810224,10810224
579,10810260,10810265
580,10810296,10810299
581,10810332,10810329
582,10810368,10810363
583,10810404,10810404
584,10810440,10810445
585,10810476,10810476
586,10810512,10810520
587,10810548,10810545
588,10810584,10810584
589,10810620,10810608
590,10810656,10810654
591,10810692,10810691
592,10810728,10810730
593,10810764,10810772
594,10810800,10810800
595,10810836,10810843
596,10810872,10810875
597,10810908,10810912
598,10810944,10810942
599,10810980,10810986
600,10811016,10811011
601,10811052,10811054
602,10811088,10811084
603,10811124,10811122
604,10811160,10811153
605,10811196,10811194
606,10811232,10811233
607,10811268,10811268
608,10811304,10811298
609,10811340,10811347
610,10811376,10811377
611,10811412,10811417
612,10811448,10811451
613,10811484,10811481
614,10811520,10811511
615,10811556,10811552
616,10811592,10811598
617,10811628,10811623
618,10811664,10811668
619,10811700,10811697
620,10811736,10811737
621,10811772,10811763
622,10811808,10811813
623,10811844,10811844
624,10811880,10811884
625,10811916,10811916
626,10811952,10811955
627,10811988,10811988
628,10812024,10812027
629,10812060,10812053
630,10812096,10812091
631,10812132,10812135
632,10812168,10812168
633,10812204,10812203
634,10812240,10812240
635,10812276,10812278
636,10812312,10812310
637,10812348,10812350
638,10812384,10812380
639,10812420,10812418
640,10812456,10812460
641,10812492,10812497
642,10812528,10812523
643,10812564,10812568
644,10812600,10812595
645,10812636,10812639
646,10812672,10812663
647,10812708,10812703
648,10812744,10812742
649,10812780,10812780
650,10812816,10812823
651,10812852,10812856
652,10812888,10812895
653,10812924,10812930
654,10812960,10812959
655,10812996,10812995
656,10813032,10813037
657,10813068,10813068
658,10813104,10813104
659,10813140,10813134
660,10813176,10813176
661,10813212,10813199
662,10813248,10813246
663,10813284,10813280
664,10813320,10813323
665,10813356,10813354
666,10813392,10813391
667,10813428,10813434
668,10813464,10813459
669,10813500,10813501
670,10813536,10813527
671,10813572,10813572
672,10813608,10813610
673,10813644,10813648
674,10813680,10813676
675,10813716,10813717
676,10813752,10813753
677,10813788,10813788
678,10813824,10813824
679,10813860,10813862
680,10813896,10813897
681,10813932,10813928
682,10813968,10813963
683,10814004,10814016
684,10814040,10814049
685,10814076,10814070
686,10814112,10814114
687,10814148,10814151
688,10814184,10814187
689,10814220,10814220
690,10814256,10814252
691,10814292,10814292
692,10814328,10814326
693,10814364,10814364
694,10814400,10814399
695,10814436,10814436
696,10814472,10814477
697,10814508,10814514
698,10814544,10814539
699,10814580,10814578
700,10814616,10814613
701,10814652,10814658
702,10814688,10814688
703,10814724,10814731
704,10814760,10814758
705,10814796,10814796
706,10814832,10814826
707,10814868,10814874
708,10814904,10814903
709,10814940,10814933
710,10814976,10814974
711,10815012,10815001
712,10815048,10815048
713,10815084,10815084
714,10815120,10815121
715,10815156,10815163
716,10815192,10815191
717,10815228,10815232
718,10815264,10815265
719,10815300,10815300
720,10815336,10815326
721,10815372,10815376
722,10815408,10815406
723,10815444,10815444
724,10815480,10815474
725,10815516,10815517
726,10815552,10815552
727,10815588,10815588
728,10815624,10815624
729,10815660,10815665
730,10815696,10815700
731,10815732,10815735
732,10815768,10815784
733,10815804,10815801
734,10815840,10815839
735,10815876,10815871
736,10815912,10815914
737,10815948,10815945
738,10815984,10815971
739,10816020,10816014
740,10816056,10816056
741,10816092,10816097
742,10816128,10816121
743,10816164,10816161
744,10816200,10816200
745,10816236,10816233
746,10816272,10816274
747,10816308,10816308
748,10816344,10816345
749,10816380,10816377
750,10816416,10816423
751,10816452,10816452
752,10816488,10816494
753,10816524,10816522
754,10816560,10816562
755,10816596,10816593
756,10816632,10816628
757,10816668,10816665
758,10816704,10816704
759,10816740,10816739
760,10816776,10816783
761,10816812,10816807
762,10816848,10816843
763,10816884,10816892
764,10816920,10816923
765,10816956,10816947
766,10816992,10816994
767,10817028,10817029
768,10817064,10817054
769,10817100,10817099
770,10817136,10817136
771,10817172,10817175
772,10817208,10817212
773,10817244,10817244
774,10817280,10817285
775,10817316,10817316
776,10817352,10817348
777,10817388,10817384
778,10817424,10817426
779,10817460,10817451
780,10817496,10817499
781,10817532,10817527
782,10817568,10817567
783,10817604,10817606
784,10817640,10817646
785,10817676,10817667
786,10817712,10817708
787,10817748,10817748
788,10817784,10817782
789,10817820,10817824
790,10817856,10817846
791,10817892,10817893
792,10817928,10817930
793,10817964,10817964
794,10818000,10818005
795,10818036,10818030
796,10818072,10818077
797,10818108,10818105
798,10818144,10818147
799,10818180,10818179
800,10818216,10818220
801,10818252,10818255
802,10818288,10818281
803,10818324,10818324
804,10818360,10818360
805,10818396,10818395
806,10818432,10818429
807,10818468,10818477
808,10818504,10818505
809,10818540,10818547
810,10818576,10818574
811,10818612,10818607
812,10818648,10818648
813,10818684,10818682
814,10818720,10818731
815,10818756,10818757
816,10818792,10818797
817,10818828,10818827
818,10818864,10818863
819,10818900,10818900
820,10818936,10818937
821,10818972,10818976
822,10819008,10819008
823,10819044,10819041
824,10819080,10819075
825,10819116,10819116
826,10819152,10819154
827,10819188,10819190
828,10819224,10819224
829,10819260,10819257
830,10819296,10819296
831,10819332,10819334
832,10819368,10819368
833,10819404,10819404
834,10819440,10819440
835,10819476,10819480
836,10819512,10819510
837,10819548,10819548
838,10819584,10819585
839,10819620,10819623
840,10819656,10819663
841,10819692,10819695
842,10819728,10819730
843,10819764,10819757
844,10819800,10819803
845,10819836,10819847
846,10819872,10819868
847,10819908,10819903
848,10819944,10819943
849,10819980,10819985
850,10820016,10820018
851,10820052,10820050
852,10820088,10820088
853,10820124,10820129
854,10820160,10820163
855,10820196,10820208
856,10820232,10820237
857,10820268,10820269
858,10820304,10820307
859,10820340,10820339
860,10820376,10820372
861,10820412,10820412
862,10820448,10820450
863,10820484,10820478
864,10820520,10820518
865,10820556,10820555
866,10820592,10820593
867,10820628,10820627
868,10820664,10820666
869,10820700,10820700
870,10820736,10820741
871,10820772,10820764
872,10820808,10820816
873,10820844,10820851
874,10820880,10820880
875,10820916,10820919
876,10820952,10820955
877,10820988,10820985
878,10821024,10821024
879,10821060,10821063
880,10821096,10821097
881,10821132,10821137
882,10821168,10821168
883,10821204,10821204
884,10821240,10821237
885,10821276,10821275
886,10821312,10821310
887,10821348,10821356
888,10821384,10821385
889,10821420,10821416
890,10821456,10821457
891,10821492,10821492
892,10821528,10821513
893,10821564,10821566
894,10821600,10821593
895,10821636,10821638
896,10821672,10821668
897,10821708,10821701
898,10821744,10821746
899,10821780,10821773
900,10821816,10821814
901,10821852,10821853
902,10821888,10821891
903,10821924,10821927
904,10821960,10821960
905,10821996,10821992
906,10822032,10822041
907,10822068,10822065
908,10822104,10822113
909,10822140,10822138
910,10822176,10822181
911,10822212,10822217
912,10822248,10822243
913,10822284,10822285
914,10822320,10822323
915,10822356,10822359
916,10822392,10822392
917,10822428,10822429
918,10822464,10822463
919,10822500,10822495
920,10822536,10822540
921,10822572,10822570
922,10822608,10822614
923,10822644,10822647
924,10822680,10822676
925,10822716,10822716
926,10822752,10822751
927,10822788,10822784
928,10822824,10822826
929,10822860,10822858
930,10822896,10822904
931,10822932,10822936
932,10822968,10822964
933,10823004,10823004
934,10823040,10823039
935,10823076,10823069
936,10823112,10823116
937,10823148,10823152
938,10823184,10823188
939,10823220,10823218
940,10823256,10823261
941,10823292,10823291
942,10823328,10823332
943,10823364,10823373
944,10823400,10823400
945,10823436,10823429
946,10823472,10823471
947,10823508,10823511
948,10823544,10823550
949,10823580,10823575
950,10823616,10823616
951,10823652,10823653
952,10823688,10823690
953,10823724,10823728
954,10823760,10823756
955,10823796,10823794
956,10823832,10823837
957,10823868,10823869
958,10823904,10823906
959,10823940,10823945
960,10823976,10823976
961,10824012,10824014
962,10824048,10824047
963,10824084,10824078
964,10824120,10824114
965,10824156,10824156
966,10824192,10824192
967,10824228,10824225
968,10824264,10824265
969,10824300,10824296
970,10824336,10824336
971,10824372,10824372
972,10824408,10824404
973,10824444,10824433
974,10824480,10824487
975,10824516,10824517
976,10824552,10824539
977,10824588,10824586
978,10824624,10824625
979,10824660,10824659
980,10824696,10824698
981,10824732,10824728
982,10824768,10824768
983,10824804,10824804
984,10824840,10824840
985,10824876,10824875
986,10824912,10824912
987,10824948,10824952
988,10824984,10824982
989,10825020,10825018
990,10825056,10825056
991,10825092,10825092
992,10825128,10825129
993,10825164,10825167
994,10825200,10825206
995,10825236,10825236
996,10825272,10825261
997,10825308,10825308
998,10825344,10825345
999,10825380,10825380
1000,10825416,10825416
1001,10825452,10825440
1002,10825488,10825490
1003,10825524,10825523
1004,10825560,10825553
1005,10825596,10825592
1006,10825632,10825628
1007,10825668,10825671
1008,10825704,10825706
1009,10825740,10825747
1010,10825776,10825779
1011,10825812,10825806
1012,10825848,10825841
1013,10825884,10825889
1014,10825920,10825927
1015,10825956,10825955
1016,10825992,10825994
1017,10826028,10826021
1018,10826064,10826055
1019,10826100,10826095
1020,10826136,10826135
1021,10826172,10826170
1022,10826208,10826207
1023,10826244,10826242
1024,10826280,10826283
1025,10826316,10826323
1026,10826352,10826352
1027,10826388,10826398
1028,10826424,10826421
1029,10826460,10826458
1030,10826496,10826497
1031,10826532,10826531
1032,10826568,10826573
1033,10826604,10826601
1034,10826640,10826646
1035,10826676,10826676
1036,10826712,10826724
1037,10826748,10826746
1038,10826784,10826783
1039,10826820,10826820
1040,10826856,10826846
1041,10826892,10826895
1042,10826928,10826930
1043,10826964,10826964
1044,10827000,10826993
1045,10827036,10827029
1046,10827072,10827074
1047,10827108,10827113
1048,10827144,10827151
1049,10827180,10827176
1050,10827216,10827211
1051,10827252,10827251
1052,10827288,10827279
1053,10827324,10827322
1054,10827360,10827364
1055,10827396,10827404
1056,10827432,10827433
1057,10827468,10827476
1058,10827504,10827506
1059,10827540,10827540
1060,10827576,10827576
1061,10827612,10827612
1062,10827648,10827647
1063,10827684,10827684
1064,10827720,10827717
1065,10827756,10827757
1066,10827792,10827792
1067,10827828,10827821
1068,10827864,10827863
1069,10827900,10827896
1070,10827936,10827926
1071,10827972,10827974
1072,10828008,10828015
1073,10828044,10828055
1074,10828080,10828087
1075,10828116,10828112
1076,10828152,10828157
1077,10828188,10828193
1078,10828224,10828215
1079,10828260,10828264
1080,10828296,10828299
1081,10828332,10828332
1082,10828368,10828369
1083,10828404,10828404
1084,10828440,10828448
1085,10828476,10828474
1086,10828512,10828512
1087,10828548,10828548
1088,10828584,10828585
1089,10828620,10828612
1090,10828656,10828662
1091,10828692,10828693
1092,10828728,10828730
1093,10828764,10828764
1094,10828800,10828800
1095,10828836,10828835
1096,10828872,10828872
1097,10828908,10828908
1098,10828944,10828949
1099,10828980,10828981
1100,10829016,10829016
1101,10829052,10829061
1102,10829088,10829082
1103,10829124,10829118
1104,10829160,10829161
1105,10829196,10829195
1106,10829232,10829224
1107,10829268,10829267
1108,10829304,10829301
1109,10829340,10829345
1110,10829376,10829373
1111,10829412,10829417
1112,10829448,10829450
1113,10829484,10829483
1114,10829520,10829520
1115,10829556,10829558
1116,10829592,10829581
1117,10829628,10829629
1118,10829664,10829663
1119,10829700,10829708
1120,10829736,10829733
1121,10829772,10829777
1122,10829808,10829796
1123,10829844,10829848
1124,10829880,10829881
1125,10829916,10829915
1126,10829952,10829952
1127,10829988,10829987
1128,10830024,10830026
1129,10830060,10830060
1130,10830096,10830088
1131,10830132,10830132
1132,10830168,10830179
1133,10830204,10830204
1134,10830240,10830241
1135,10830276,10830274
1136,10830312,10830312
1137,10830348,10830348
1138,10830384,10830383
1139,10830420,10830424
1140,10830456,10830452
1141,10830492,10830492
1142,10830528,10830530
1143,10830564,10830563
1144,10830600,10830594
1145,10830636,10830638
1146,10830672,10830668
1147,10830708,10830706
1148,10830744,10830740
1149,10830780,10830780
1150,10830816,10830814
1151,10830852,10830850
1152,10830888,10830891
1153,10830924,10830932
1154,10830960,10830959
1155,10830996,10830998
1156,10831032,10831031
1157,10831068,10831068
1158,10831104,10831109
1159,10831140,10831140
1160,10831176,10831172
1161,10831212,10831209
1162,10831248,10831245
1163,10831284,10831284
1164,10831320,10831324
1165,10831356,10831350
1166,10831392,10831387
1167,10831428,10831424
1168,10831464,10831456
1169,10831500,10831506
1170,10831536,10831536
1171,10831572,10831581
1172,10831608,10831601
1173,10831644,10831650
1174,10831680,10831677
1175,10831716,10831714
1176,10831752,10831748
1177,10831788,10831784
1178,10831824,10831818
1179,10831860,10831861
1180,10831896,10831890
1181,10831932,10831931
1182,10831968,10831968
1183,10832004,10832007
1184,10832040,10832040
1185,10832076,10832077
1186,10832112,10832114
1187,10832148,10832148
1188,10832184,10832185
1189,10832220,10832216
1190,10832256,10832253
1191,10832292,10832301
1192,10832328,10832328
1193,10832364,10832361
1194,10832400,10832406
1195,10832436,10832436
1196,10832472,10832469
1197,10832508,10832501
1198,10832544,10832547
1199,10832580,10832575
1200,10832616,10832614
1201,10832652,10832655
1202,10832688,10832688
1203,10832724,10832724
1204,10832760,10832759
1205,10832796,10832801
1206,10832832,10832843
1207,10832868,10832866
1208,10832904,10832906
1209,10832940,10832949
1210,10832976,10832981
1211,10833012,10833009
1212,10833048,10833046
1213,10833084,10833082
1214,10833120,10833116
1215,10833156,10833153
1216,10833192,10833193
1217,10833228,10833226
1218,10833264,10833268
1219,10833300,10833300
1220,10833336,10833335
1221,10833372,10833376
1222,10833408,10833409
1223,10833444,10833445
1224,10833480,10833485
1225,10833516,10833518
1226,10833552,10833552
1227,10833588,10833592
1228,10833624,10833625
1229,10833660,10833674
1230,10833696,10833701
1231,10833732,10833737
1232,10833768,10833774
1233,10833804,10833804
1234,10833840,10833846
1235,10833876,10833876
1236,10833912,10833908
1237,10833948,10833946
1238,10833984,10833986
1239,10834020,10834013
1240,10834056,10834057
1241,10834092,10834089
1242,10834128,10834131
1243,10834164,10834161
1244,10834200,10834209
1245,10834236,10834239
1246,10834272,10834266
1247,10834308,10834316
1248,10834344,10834343
1249,10834380,10834377
1250,10834416,10834411
1251,10834452,10834454
1252,10834488,10834495
1253,10834524,10834522
1254,10834560,10834556
1255,10834596,10834591
1256,10834632,10834639
1257,10834668,10834676
1258,10834704,10834703
1259,10834740,10834742
1260,10834776,10834776
1261,10834812,10834812
1262,10834848,10834852
1263,10834884,10834886
1264,10834920,10834921
1265,10834956,10834955
1266,10834992,10834996
1267,10835028,10835027
1268,10835064,10835064
1269,10835100,10835101
1270,10835136,10835130
1271,10835172,10835171
1272,10835208,10835207
1273,10835244,10835244
1274,10835280,10835275
1275,10835316,10835311
1276,10835352,10835360
1277,10835388,10835393
1278,10835424,10835428
1279,10835460,10835469
1280,10835496,10835498
1281,10835532,10835532
1282,10835568,10835570
1283,10835604,10835595
1284,10835640,10835635
1285,10835676,10835679
1286,10835712,10835712
1287,10835748,10835742
1288,10835784,10835787
1289,10835820,10835824
1290,10835856,10835859
1291,10835892,10835892
1292,10835928,10835924
1293,10835964,10835964
1294,10836000,10836002
1295,10836036,10836035
1296,10836072,10836075
1297,10836108,10836109
1298,10836144,10836145
1299,10836180,10836170
1300,10836216,10836221
1301,10836252,10836260
1302,10836288,10836286
1303,10836324,10836317
1304,10836360,10836363
1305,10836396,10836394
1306,10836432,10836428
1307,10836468,10836474
1308,10836504,10836498
1309,10836540,10836543
1310,10836576,10836570
1311,10836612,10836619
1312,10836648,10836650
1313,10836684,10836683
1314,10836720,10836720
1315,10836756,10836758
1316,10836792,10836796
1317,10836828,10836832
1318,10836864,10836866
1319,10836900,10836898
1320,10836936,10836939
1321,10836972,10836966
1322,10837008,10837013
1323,10837044,10837048
1324,10837080,10837086
1325,10837116,10837114
1326,10837152,10837152
1327,10837188,10837192
1328,10837224,10837225
1329,10837260,10837258
1330,10837296,10837297
1331,10837332,10837332
1332,10837368,10837372
1333,10837404,10837401
1334,10837440,10837441
1335,10837476,10837477
1336,10837512,10837515
1337,10837548,10837548
1338,10837584,10837584
1339,10837620,10837620
1340,10837656,10837656
1341,10837692,10837692
1342,10837728,10837727
1343,10837764,10837778
1344,10837800,10837796
1345,10837836,10837831
1346,10837872,10837869
1347,10837908,10837905
1348,10837944,10837944
1349,10837980,10837987
1350,10838016,10838024
1351,10838052,10838053
1352,10838088,10838076
1353,10838124,10838125
1354,10838160,10838154
1355,10838196,10838194
1356,10838232,10838227
1357,10838268,10838270
1358,10838304,10838301
1359,10838340,10838343
1360,10838376,10838378
1361,10838412,10838411
