,date,Error
124,12628368,12628361
125,12628404,12628400
126,12628440,12628434
127,12628476,12628481
128,12628512,12628512
129,12628548,12628547
130,12628584,12628577
131,12628620,12628619
132,12628656,12628649
133,12628692,12628689
134,12628728,12628721
135,12628764,12628764
136,12628800,12628799
137,12628836,12628831
138,12628872,12628870
139,12628908,12628899
140,12628944,12628933
141,12628980,12628979
142,12629016,12629013
143,12629052,12629052
144,12629088,12629095
145,12629124,12629124
146,12629160,12629152
147,12629196,12629197
148,12629232,12629222
149,12629268,12629262
150,12629304,12629300
151,12629340,12629344
152,12629376,12629369
153,12629412,12629404
154,12629448,12629444
155,12629484,12629477
156,12629520,12629521
157,12629556,12629547
158,12629592,12629583
159,12629628,12629622
160,12629664,12629658
161,12629700,12629705
162,12629736,12629736
163,12629772,12629769
164,12629808,12629798
165,12629844,12629844
166,12629880,12629871
167,12629916,12629905
168,12629952,12629953
169,12629988,12629986
170,12630024,12630024
171,12630060,12630058
172,12630096,12630096
173,12630132,12630125
174,12630168,12630159
175,12630204,12630204
176,12630240,12630232
177,12630276,12630269
178,12630312,12630306
179,12630348,12630345
180,12630384,12630379
181,12630420,12630410
182,12630456,12630449
183,12630492,12630477
184,12630528,12630528
185,12630564,12630552
186,12630600,12630591
187,12630636,12630633
188,12630672,12630665
189,12630708,12630711
190,12630744,12630734
191,12630780,12630778
192,12630816,12630812
193,12630852,12630843
194,12630888,12630887
195,12630924,12630920
196,12630960,12630960
197,12630996,12630996
198,12631032,12631038
199,12631068,12631070
200,12631104,12631099
201,12631140,12631135
202,12631176,12631177
203,12631212,12631212
204,12631248,12631248
205,12631284,12631272
206,12631320,12631316
207,12631356,12631349
208,12631392,12631390
209,12631428,12631424
210,12631464,12631464
211,12631500,12631498
212,12631536,12631536
213,12631572,12631566
214,12631608,12631600
215,12631644,12631638
216,12631680,12631676
217,12631716,12631714
218,12631752,12631759
219,12631788,12631784
220,12631824,12631816
221,12631860,12631855
222,12631896,12631890
223,12631932,12631931
224,12631968,12631957
225,12632004,12632001
226,12632040,12632037
227,12632076,12632074
228,12632112,12632106
229,12632148,12632143
230,12632184,12632173
231,12632220,12632214
232,12632256,12632250
233,12632292,12632291
234,12632328,12632319
235,12632364,12632364
236,12632400,12632403
237,12632436,12632422
238,12632472,12632471
239,12632508,12632508
240,12632544,12632537
241,12632580,12632575
242,12632616,12632612
243,12632652,12632647
244,12632688,12632683
245,12632724,12632712
246,12632760,12632761
247,12632796,12632797
248,12632832,12632824
249,12632868,12632857
250,12632904,12632903
251,12632940,12632934
252,12632976,12632973
253,12633012,12633007
254,12633048,12633048
255,12633084,12633084
256,12633120,12633113
257,12633156,12633146
258,12633192,12633181
259,12633228,12633228
260,12633264,12633255
261,12633300,12633294
262,12633336,12633330
263,12633372,12633368
264,12633408,12633395
265,12633444,12633441
266,12633480,12633479
267,12633516,12633513
268,12633552,12633547
269,12633588,12633585
270,12633624,12633622
271,12633660,12633643
272,12633696,12633701
273,12633732,12633730
274,12633768,12633761
275,12633804,12633799
276,12633840,12633839
277,12633876,12633872
278,12633912,12633898
279,12633948,12633954
280,12633984,12633980
281,12634020,12634021
282,12634056,12634049
283,12634092,12634095
284,12634128,12634126
285,12634164,12634164
286,12634200,12634191
287,12634236,12634238
288,12634272,12634272
289,12634308,12634310
290,12634344,12634337
291,12634380,12634374
292,12634416,12634423
293,12634452,12634443
294,12634488,12634484
295,12634524,12634525
296,12634560,12634557
297,12634596,12634595
298,12634632,12634627
299,12634668,12634666
300,12634704,12634694
301,12634740,12634744
302,12634776,12634772
303,12634812,12634805
304,12634848,12634848
305,12634884,12634878
306,12634920,12634910
307,12634956,12634946
308,12634992,12634992
309,12635028,12635024
310,12635064,12635060
311,12635100,12635101
312,12635136,12635127
313,12635172,12635165
314,12635208,12635203
315,12635244,12635241
316,12635280,12635276
317,12635316,12635311
318,12635352,12635348
319,12635388,12635384
320,12635424,12635417
321,12635460,12635452
322,12635496,12635494
323,12635532,12635524
324,12635568,12635559
325,12635604,12635599
326,12635640,12635636
327,12635676,12635683
328,12635712,12635705
329,12635748,12635748
330,12635784,12635784
331,12635820,12635811
332,12635856,12635856
333,12635892,12635883
334,12635928,12635911
335,12635964,12635964
336,12636000,12635988
337,12636036,12636035
338,12636072,12636065
339,12636108,12636112
340,12636144,12636145
341,12636180,12636174
342,12636216,12636209
343,12636252,12636242
344,12636288,12636282
345,12636324,12636319
346,12636360,12636355
347,12636396,12636393
348,12636432,12636431
349,12636468,12636466
350,12636504,12636497
351,12636540,12636529
352,12636576,12636578
353,12636612,12636605
354,12636648,12636641
355,12636684,12636678
356,12636720,12636707
357,12636756,12636750
358,12636792,12636786
359,12636828,12636828
360,12636864,12636864
361,12636900,12636897
362,12636936,12636936
363,12636972,12636970
364,12637008,12637004
365,12637044,12637041
366,12637080,12637076
367,12637116,12637111
368,12637152,12637147
369,12637188,12637179
370,12637224,12637222
371,12637260,12637252
372,12637296,12637296
373,12637332,12637327
374,12637368,12637365
375,12637404,12637403
376,12637440,12637440
377,12637476,12637465
378,12637512,12637507
379,12637548,12637548
380,12637584,12637572
381,12637620,12637618
382,12637656,12637641
383,12637692,12637683
384,12637728,12637725
385,12637764,12637752
386,12637800,12637792
387,12637836,12637825
388,12637872,12637876
389,12637908,12637905
390,12637944,12637943
391,12637980,12637975
392,12638016,12638011
393,12638052,12638040
394,12638088,12638083
395,12638124,12638117
396,12638160,12638160
397,12638196,12638197
398,12638232,12638235
399,12638268,12638268
400,12638304,12638298
401,12638340,12638331
402,12638376,12638376
403,12638412,12638410
404,12638448,12638436
405,12638484,12638482
406,12638520,12638520
407,12638556,12638553
408,12638592,12638588
409,12638628,12638620
410,12638664,12638653
411,12638700,12638700
412,12638736,12638731
413,12638772,12638767
414,12638808,12638812
415,12638844,12638844
416,12638880,12638878
417,12638916,12638913
418,12638952,12638955
419,12638988,12638992
420,12639024,12639024
421,12639060,12639059
422,12639096,12639082
423,12639132,12639129
424,12639168,12639164
425,12639204,12639201
426,12639240,12639240
427,12639276,12639259
428,12639312,12639306
429,12639348,12639346
430,12639384,12639378
431,12639420,12639409
432,12639456,12639456
433,12639492,12639490
434,12639528,12639520
435,12639564,12639562
436,12639600,12639600
437,12639636,12639633
438,12639672,12639672
439,12639708,12639705
440,12639744,12639739
441,12639780,12639771
442,12639816,12639812
443,12639852,12639849
444,12639888,12639888
445,12639924,12639920
446,12639960,12639959
447,12639996,12639988
448,12640032,12640025
449,12640068,12640064
450,12640104,12640095
451,12640140,12640140
452,12640176,12640175
453,12640212,12640210
454,12640248,12640246
455,12640284,12640290
456,12640320,12640314
457,12640356,12640341
458,12640392,12640389
459,12640428,12640424
460,12640464,12640458
461,12640500,12640492
462,12640536,12640530
463,12640572,12640569
464,12640608,12640602
465,12640644,12640652
466,12640680,12640672
467,12640716,12640709
468,12640752,12640737
469,12640788,12640786
470,12640824,12640810
471,12640860,12640854
472,12640896,12640891
473,12640932,12640925
474,12640968,12640972
475,12641004,12641004
476,12641040,12641042
477,12641076,12641068
478,12641112,12641113
479,12641148,12641147
480,12641184,12641184
481,12641220,12641221
482,12641256,12641248
483,12641292,12641286
484,12641328,12641328
485,12641364,12641347
486,12641400,12641403
487,12641436,12641435
488,12641472,12641468
489,12641508,12641506
490,12641544,12641535
491,12641580,12641575
492,12641616,12641617
493,12641652,12641654
494,12641688,12641697
495,12641724,12641720
496,12641760,12641753
497,12641796,12641790
498,12641832,12641823
499,12641868,12641864
500,12641904,12641902
501,12641940,12641936
502,12641976,12641977
503,12642012,12642007
504,12642048,12642043
505,12642084,12642078
506,12642120,12642108
507,12642156,12642145
508,12642192,12642183
509,12642228,12642230
510,12642264,12642264
511,12642300,12642302
512,12642336,12642326
513,12642372,12642359
514,12642408,12642401
515,12642444,12642441
516,12642480,12642479
517,12642516,12642517
518,12642552,12642550
519,12642588,12642592
520,12642624,12642619
521,12642660,12642652
522,12642696,12642684
523,12642732,12642724
524,12642768,12642766
525,12642804,12642796
526,12642840,12642840
527,12642876,12642879
528,12642912,12642897
529,12642948,12642948
530,12642984,12642969
531,12643020,12643019
532,12643056,12643058
533,12643092,12643089
534,12643128,12643118
535,12643164,12643158
536,12643200,12643195
537,12643236,12643232
538,12643272,12643267
539,12643308,12643304
540,12643344,12643342
541,12643380,12643370
542,12643416,12643411
543,12643452,12643455
544,12643488,12643483
545,12643524,12643518
546,12643560,12643561
547,12643596,12643580
548,12643632,12643633
549,12643668,12643661
550,12643704,12643701
551,12643740,12643737
552,12643776,12643776
553,12643812,12643807
554,12643848,12643841
555,12643884,12643886
556,12643920,12643905
557,12643956,12643953
558,12643992,12643982
559,12644028,12644021
560,12644064,12644070
561,12644100,12644096
562,12644136,12644133
563,12644172,12644160
564,12644208,12644201
565,12644244,12644241
566,12644280,12644278
567,12644316,12644316
568,12644352,12644349
569,12644388,12644387
570,12644424,12644423
571,12644460,12644447
572,12644496,12644493
573,12644532,12644532
574,12644568,12644567
575,12644604,12644599
576,12644640,12644632
577,12644676,12644667
578,12644712,12644708
579,12644748,12644749
580,12644784,12644771
581,12644820,12644813
582,12644856,12644847
583,12644892,12644892
584,12644928,12644922
585,12644964,12644958
586,12645000,12644995
587,12645036,12645035
588,12645072,12645067
589,12645108,12645089
590,12645144,12645143
591,12645180,12645179
592,12645216,12645211
593,12645252,12645243
594,12645288,12645286
595,12645324,12645322
596,12645360,12645354
597,12645396,12645391
598,12645432,12645424
599,12645468,12645464
600,12645504,12645493
601,12645540,12645539
602,12645576,12645568
603,12645612,12645610
604,12645648,12645637
605,12645684,12645678
606,12645720,12645716
607,12645756,12645744
608,12645792,12645789
609,12645828,12645823
610,12645864,12645852
611,12645900,12645890
612,12645936,12645936
613,12645972,12645972
614,12646008,12646004
615,12646044,12646043
616,12646080,12646078
617,12646116,12646114
618,12646152,12646154
619,12646188,12646177
620,12646224,12646224
621,12646260,12646255
622,12646296,12646291
623,12646332,12646327
624,12646368,12646363
625,12646404,12646394
626,12646440,12646437
627,12646476,12646480
628,12646512,12646508
629,12646548,12646544
630,12646584,12646577
631,12646620,12646616
632,12646656,12646655
633,12646692,12646687
634,12646728,12646722
635,12646764,12646763
636,12646800,12646792
637,12646836,12646834
638,12646872,12646872
639,12646908,12646910
640,12646944,12646940
641,12646980,12646982
642,12647016,12647017
643,12647052,12647044
644,12647088,12647078
645,12647124,12647119
646,12647160,12647161
647,12647196,12647192
648,12647232,12647225
649,12647268,12647271
650,12647304,12647302
651,12647340,12647325
652,12647376,12647374
653,12647412,12647411
654,12647448,12647446
655,12647484,12647483
656,12647520,12647516
657,12647556,12647546
658,12647592,12647587
659,12647628,12647620
660,12647664,12647656
661,12647700,12647690
662,12647736,12647735
663,12647772,12647769
664,12647808,12647802
665,12647844,12647837
666,12647880,12647876
667,12647916,12647917
668,12647952,12647938
669,12647988,12647986
670,12648024,12648018
671,12648060,12648047
672,12648096,12648083
673,12648132,12648124
674,12648168,12648166
675,12648204,12648202
676,12648240,12648232
677,12648276,12648277
678,12648312,12648315
679,12648348,12648346
680,12648384,12648378
681,12648420,12648421
682,12648456,12648456
683,12648492,12648492
684,12648528,12648521
685,12648564,12648546
686,12648600,12648606
687,12648636,12648624
688,12648672,12648668
689,12648708,12648715
690,12648744,12648742
691,12648780,12648780
692,12648816,12648805
693,12648852,12648840
694,12648888,12648882
695,12648924,12648925
696,12648960,12648955
697,12648996,12648989
698,12649032,12649029
699,12649068,12649069
700,12649104,12649093
701,12649140,12649130
702,12649176,12649169
703,12649212,12649213
704,12649248,12649246
705,12649284,12649290
706,12649320,12649320
707,12649356,12649352
708,12649392,12649394
709,12649428,12649426
710,12649464,12649457
711,12649500,12649500
712,12649536,12649529
713,12649572,12649567
714,12649608,12649610
715,12649644,12649640
716,12649680,12649672
717,12649716,12649710
718,12649752,12649753
719,12649788,12649782
720,12649824,12649819
721,12649860,12649854
722,12649896,12649893
723,12649932,12649927
724,12649968,12649956
725,12650004,12649996
726,12650040,12650032
727,12650076,12650078
728,12650112,12650112
729,12650148,12650147
730,12650184,12650178
731,12650220,12650212
732,12650256,12650250
733,12650292,12650283
734,12650328,12650336
735,12650364,12650349
736,12650400,12650399
737,12650436,12650426
738,12650472,12650468
739,12650508,12650500
740,12650544,12650535
741,12650580,12650571
742,12650616,12650620
743,12650652,12650648
744,12650688,12650681
745,12650724,12650723
746,12650760,12650757
747,12650796,12650796
748,12650832,12650819
749,12650868,12650866
750,12650904,12650904
751,12650940,12650928
752,12650976,12650975
753,12651012,12651016
754,12651048,12651044
755,12651084,12651084
756,12651120,12651120
757,12651156,12651149
758,12651192,12651189
759,12651228,12651217
760,12651264,12651258
761,12651300,12651298
762,12651336,12651336
763,12651372,12651369
764,12651408,12651408
765,12651444,12651435
766,12651480,12651476
767,12651516,12651513
768,12651552,12651557
769,12651588,12651583
770,12651624,12651618
771,12651660,12651657
772,12651696,12651688
773,12651732,12651729
774,12651768,12651763
775,12651804,12651792
776,12651840,12651836
777,12651876,12651871
778,12651912,12651900
779,12651948,12651944
780,12651984,12651987
781,12652020,12652019
782,12652056,12652056
783,12652092,12652082
784,12652128,12652127
785,12652164,12652161
786,12652200,12652199
787,12652236,12652235
788,12652272,12652262
789,12652308,12652304
790,12652344,12652337
791,12652380,12652376
792,12652416,12652408
793,12652452,12652454
794,12652488,12652480
795,12652524,12652516
796,12652560,12652557
797,12652596,12652587
798,12652632,12652626
799,12652668,12652660
800,12652704,12652707
801,12652740,12652740
802,12652776,12652772
803,12652812,12652807
804,12652848,12652848
805,12652884,12652883
806,12652920,12652919
807,12652956,12652952
808,12652992,12652980
809,12653028,12653024
810,12653064,12653058
811,12653100,12653100
812,12653136,12653137
813,12653172,12653165
814,12653208,12653207
815,12653244,12653248
816,12653280,12653273
817,12653316,12653320
818,12653352,12653344
819,12653388,12653385
820,12653424,12653420
821,12653460,12653457
822,12653496,12653488
823,12653532,12653526
824,12653568,12653561
825,12653604,12653602
826,12653640,12653638
827,12653676,12653683
828,12653712,12653714
829,12653748,12653742
830,12653784,12653782
831,12653820,12653820
832,12653856,12653853
833,12653892,12653888
834,12653928,12653925
835,12653964,12653964
836,12654000,12653992
837,12654036,12654031
838,12654072,12654071
839,12654108,12654106
840,12654144,12654142
841,12654180,12654175
842,12654216,12654216
843,12654252,12654258
844,12654288,12654287
845,12654324,12654320
846,12654360,12654360
847,12654396,12654390
848,12654432,12654425
849,12654468,12654465
850,12654504,12654488
851,12654540,12654531
852,12654576,12654571
853,12654612,12654602
854,12654648,12654639
855,12654684,12654678
856,12654720,12654708
857,12654756,12654750
858,12654792,12654786
859,12654828,12654825
860,12654864,12654865
861,12654900,12654897
862,12654936,12654933
863,12654972,12654969
864,12655008,12655006
865,12655044,12655035
866,12655080,12655076
867,12655116,12655114
868,12655152,12655142
869,12655188,12655188
870,12655224,12655225
871,12655260,12655253
872,12655296,12655291
873,12655332,12655324
874,12655368,12655368
875,12655404,12655395
876,12655440,12655435
877,12655476,12655468
878,12655512,12655509
879,12655548,12655536
880,12655584,12655586
881,12655620,12655612
882,12655656,12655653
883,12655692,12655687
884,12655728,12655721
885,12655764,12655756
886,12655800,12655800
887,12655836,12655830
888,12655872,12655870
889,12655908,12655900
890,12655944,12655937
891,12655980,12655979
892,12656016,12656016
893,12656052,12656048
894,12656088,12656077
895,12656124,12656129
896,12656160,12656152
897,12656196,12656185
898,12656232,12656240
899,12656268,12656262
900,12656304,12656293
901,12656340,12656333
902,12656376,12656374
903,12656412,12656409
904,12656448,12656440
905,12656484,12656489
906,12656520,12656514
907,12656556,12656547
908,12656592,12656592
909,12656628,12656630
910,12656664,12656656
911,12656700,12656689
912,12656736,12656737
913,12656772,12656758
914,12656808,12656798
915,12656844,12656844
916,12656880,12656876
917,12656916,12656911
918,12656952,12656950
919,12656988,12656984
920,12657024,12657014
921,12657060,12657062
922,12657096,12657098
923,12657132,12657130
924,12657168,12657165
925,12657204,12657211
926,12657240,12657235
927,12657276,12657271
928,12657312,12657310
929,12657348,12657351
930,12657384,12657387
931,12657420,12657415
932,12657456,12657454
933,12657492,12657482
934,12657528,12657523
935,12657564,12657556
936,12657600,12657591
937,12657636,12657640
938,12657672,12657665
939,12657708,12657702
940,12657744,12657742
941,12657780,12657782
942,12657816,12657815
943,12657852,12657861
944,12657888,12657884
945,12657924,12657922
946,12657960,12657958
947,12657996,12657999
948,12658032,12658031
949,12658068,12658064
950,12658104,12658096
951,12658140,12658138
952,12658176,12658179
953,12658212,12658206
954,12658248,12658247
955,12658284,12658282
956,12658320,12658320
957,12658356,12658348
958,12658392,12658399
959,12658428,12658418
960,12658464,12658459
961,12658500,12658500
962,12658536,12658534
963,12658572,12658572
964,12658608,12658602
965,12658644,12658640
966,12658680,12658677
967,12658716,12658719
968,12658752,12658752
969,12658788,12658788
970,12658824,12658817
971,12658860,12658860
972,12658896,12658894
973,12658932,12658934
974,12658968,12658974
975,12659004,12658999
976,12659040,12659034
977,12659076,12659068
978,12659112,12659108
979,12659148,12659143
980,12659184,12659182
981,12659220,12659216
982,12659256,12659251
983,12659292,12659293
984,12659328,12659320
985,12659364,12659363
986,12659400,12659394
987,12659436,12659436
988,12659472,12659474
989,12659508,12659503
990,12659544,12659543
991,12659580,12659577
992,12659616,12659609
993,12659652,12659650
994,12659688,12659686
995,12659724,12659723
996,12659760,12659756
997,12659796,12659793
998,12659832,12659823
999,12659868,12659863
1000,12659904,12659903
1001,12659940,12659940
1002,12659976,12659970
1003,12660012,12660009
1004,12660048,12660046
1005,12660084,12660082
1006,12660120,12660119
1007,12660156,12660143
1008,12660192,12660188
1009,12660228,12660226
1010,12660264,12660255
1011,12660300,12660304
1012,12660336,12660333
1013,12660372,12660375
1014,12660408,12660401
1015,12660444,12660436
1016,12660480,12660478
1017,12660516,12660504
1018,12660552,12660550
1019,12660588,12660585
1020,12660624,12660625
1021,12660660,12660660
1022,12660696,12660690
1023,12660732,12660723
1024,12660768,12660772
1025,12660804,12660797
1026,12660840,12660831
1027,12660876,12660867
1028,12660912,12660913
1029,12660948,12660942
1030,12660984,12660977
1031,12661020,12661017
1032,12661056,12661051
1033,12661092,12661085
1034,12661128,12661128
1035,12661164,12661165
1036,12661200,12661200
1037,12661236,12661236
1038,12661272,12661271
1039,12661308,12661296
1040,12661344,12661348
1041,12661380,12661378
1042,12661416,12661416
1043,12661452,12661453
1044,12661488,12661491
1045,12661524,12661523
1046,12661560,12661559
1047,12661596,12661590
1048,12661632,12661629
1049,12661668,12661660
1050,12661704,12661697
1051,12661740,12661732
1052,12661776,12661772
1053,12661812,12661813
1054,12661848,12661859
1055,12661884,12661881
1056,12661920,12661910
1057,12661956,12661958
1058,12661992,12661987
1059,12662028,12662021
1060,12662064,12662062
1061,12662100,12662090
1062,12662136,12662134
1063,12662172,12662168
1064,12662208,12662205
1065,12662244,12662242
1066,12662280,12662277
1067,12662316,12662313
1068,12662352,12662350
1069,12662388,12662387
1070,12662424,12662415
1071,12662460,12662449
1072,12662496,12662492
1073,12662532,12662521
1074,12662568,12662565
1075,12662604,12662604
1076,12662640,12662640
1077,12662676,12662667
1078,12662712,12662704
1079,12662748,12662746
1080,12662784,12662778
1081,12662820,12662815
1082,12662856,12662855
1083,12662892,12662884
1084,12662928,12662922
1085,12662964,12662956
1086,12663000,12662991
1087,12663036,12663028
1088,12663072,12663072
1089,12663108,12663105
1090,12663144,12663136
1091,12663180,12663175
1092,12663216,12663204
1093,12663252,12663245
1094,12663288,12663294
1095,12663324,12663320
1096,12663360,12663360
1097,12663396,12663392
1098,12663432,12663430
1099,12663468,12663468
1100,12663504,12663495
1101,12663540,12663536
1102,12663576,12663579
1103,12663612,12663605
1104,12663648,12663642
1105,12663684,12663679
1106,12663720,12663718
1107,12663756,12663755
1108,12663792,12663794
1109,12663828,12663827
1110,12663864,12663860
1111,12663900,12663902
1112,12663936,12663936
1113,12663972,12663961
1114,12664008,12664016
1115,12664044,12664048
1116,12664080,12664076
1117,12664116,12664114
1118,12664152,12664154
1119,12664188,12664184
1120,12664224,12664224
1121,12664260,12664261
1122,12664296,12664287
1123,12664332,12664325
1124,12664368,12664368
1125,12664404,12664403
1126,12664440,12664440
1127,12664476,12664472
1128,12664512,12664507
1129,12664548,12664535
1130,12664584,12664575
1131,12664620,12664617
1132,12664656,12664656
1133,12664692,12664691
1134,12664728,12664724
1135,12664764,12664759
1136,12664800,12664798
1137,12664836,12664833
1138,12664872,12664875
1139,12664908,12664905
1140,12664944,12664933
1141,12664980,12664970
1142,12665016,12665019
1143,12665052,12665043
1144,12665088,12665088
1145,12665124,12665119
1146,12665160,12665156
1147,12665196,12665192
1148,12665232,12665234
1149,12665268,12665264
1150,12665304,12665300
1151,12665340,12665329
1152,12665376,12665374
1153,12665412,12665411
1154,12665448,12665446
1155,12665484,12665486
1156,12665520,12665517
1157,12665556,12665554
1158,12665592,12665596
1159,12665628,12665617
1160,12665664,12665658
1161,12665700,12665703
1162,12665736,12665736
1163,12665772,12665772
1164,12665808,12665808
1165,12665844,12665842
1166,12665880,12665884
1167,12665916,12665914
1168,12665952,12665950
1169,12665988,12665985
1170,12666024,12666021
1171,12666060,12666051
1172,12666096,12666096
1173,12666132,12666128
1174,12666168,12666173
1175,12666204,12666200
1176,12666240,12666239
1177,12666276,12666274
1178,12666312,12666305
1179,12666348,12666348
1180,12666384,12666389
1181,12666420,12666416
1182,12666456,12666451
1183,12666492,12666487
1184,12666528,12666515
1185,12666564,12666560
1186,12666600,12666598
1187,12666636,12666637
1188,12666672,12666672
1189,12666708,12666702
1190,12666744,12666739
1191,12666780,12666781
1192,12666816,12666812
1193,12666852,12666846
1194,12666888,12666890
1195,12666924,12666925
1196,12666960,12666957
1197,12666996,12666990
1198,12667032,12667018
1199,12667068,12667067
1200,12667104,12667096
1201,12667140,12667127
1202,12667176,12667179
1203,12667212,12667212
1204,12667248,12667239
1205,12667284,12667274
1206,12667320,12667320
1207,12667356,12667348
1208,12667392,12667394
1209,12667428,12667428
1210,12667464,12667463
1211,12667500,12667499
1212,12667536,12667533
1213,12667572,12667572
1214,12667608,12667602
1215,12667644,12667641
1216,12667680,12667680
1217,12667716,12667715
1218,12667752,12667743
1219,12667788,12667782
1220,12667824,12667822
1221,12667860,12667854
1222,12667896,12667900
1223,12667932,12667927
1224,12667968,12667964
1225,12668004,12668004
1226,12668040,12668038
1227,12668076,12668072
1228,12668112,12668105
1229,12668148,12668146
1230,12668184,12668185
1231,12668220,12668219
1232,12668256,12668249
1233,12668292,12668296
1234,12668328,12668317
1235,12668364,12668353
1236,12668400,12668400
1237,12668436,12668434
1238,12668472,12668466
1239,12668508,12668499
1240,12668544,12668551
1241,12668580,12668577
1242,12668616,12668615
1243,12668652,12668650
1244,12668688,12668687
1245,12668724,12668723
1246,12668760,12668760
1247,12668796,12668791
1248,12668832,12668827
1249,12668868,12668856
1250,12668904,12668897
1251,12668940,12668938
1252,12668976,12668977
1253,12669012,12669011
1254,12669048,12669043
1255,12669084,12669074
1256,12669120,12669103
1257,12669156,12669157
1258,12669192,12669186
1259,12669228,12669222
1260,12669264,12669261
1261,12669300,12669289
1262,12669336,12669331
1263,12669372,12669378
1264,12669408,12669407
1265,12669444,12669442
1266,12669480,12669469
1267,12669516,12669523
1268,12669552,12669541
1269,12669588,12669593
1270,12669624,12669610
1271,12669660,12669663
1272,12669696,12669700
1273,12669732,12669724
1274,12669768,12669767
1275,12669804,12669803
1276,12669840,12669832
1277,12669876,12669865
1278,12669912,12669902
1279,12669948,12669947
1280,12669984,12669980
1281,12670020,12670014
1282,12670056,12670056
1283,12670092,12670091
1284,12670128,12670121
1285,12670164,12670154
1286,12670200,12670199
1287,12670236,12670230
1288,12670272,12670269
1289,12670308,12670311
1290,12670344,12670343
1291,12670380,12670372
1292,12670416,12670413
1293,12670452,12670444
1294,12670488,12670492
1295,12670524,12670518
1296,12670560,12670558
1297,12670596,12670594
1298,12670632,12670629
1299,12670668,12670655
1300,12670704,12670693
1301,12670740,12670734
1302,12670776,12670774
1303,12670812,12670808
1304,12670848,12670840
1305,12670884,12670874
1306,12670920,12670914
1307,12670956,12670950
1308,12670992,12670991
1309,12671028,12671023
1310,12671064,12671064
1311,12671100,12671094
1312,12671136,12671131
1313,12671172,12671167
1314,12671208,12671201
1315,12671244,12671244
1316,12671280,12671272
1317,12671316,12671310
1318,12671352,12671348
1319,12671388,12671378
1320,12671424,12671419
1321,12671460,12671453
1322,12671496,12671491
1323,12671532,12671528
1324,12671568,12671561
1325,12671604,12671599
1326,12671640,12671642
1327,12671676,12671672
1328,12671712,12671713
1329,12671748,12671746
1330,12671784,12671784
1331,12671820,12671813
1332,12671856,12671853
1333,12671892,12671889
1334,12671928,12671921
1335,12671964,12671956
1336,12672000,12671989
1337,12672036,12672039
1338,12672072,12672064
1339,12672108,12672110
1340,12672144,12672138
1341,12672180,12672172
1342,12672216,12672216
1343,12672252,12672245
1344,12672288,12672287
1345,12672324,12672319
1346,12672360,12672359
1347,12672396,12672388
1348,12672432,12672432
1349,12672468,12672467
1350,12672504,12672496
1351,12672540,12672549
1352,12672576,12672575
1353,12672612,12672619
1354,12672648,12672652
1355,12672684,12672680
1356,12672720,12672714
1357,12672756,12672750
1358,12672792,12672779
1359,12672828,12672821
1360,12672864,12672862
1361,12672900,12672903
